,video,short-term_memorability,nb_short-term_annotations,long-term_memorability,nb_long-term_annotations
149,7674,0.8982929394238163,33,0.8206055245156577,10
150,7675,0.8568830320485639,38,0.763211502857064,12
151,7676,0.8343684110586074,34,0.7591846296644293,17
152,7677,0.8167320668084749,33,0.7345467634964734,11
153,7678,0.8791842069822593,34,0.7895098344921178,10
154,7679,0.8467303512851277,33,0.7514693175628343,10
155,7680,0.8379492068288672,32,0.7496120814157242,13
156,7681,0.8113814367785471,34,0.7145376772814955,10
157,7682,0.85557897663236,33,0.7986466369076287,12
158,7683,0.8845441088520957,36,0.7850018506138735,11
159,7686,0.8407518562767834,33,0.7547682154164199,11
160,7687,0.86062190244648,36,0.7657046104627888,13
161,7688,0.8827649632154642,33,0.7526831384367568,12
162,7689,0.8386320973299203,33,0.7258692473462982,12
163,7690,0.8688988968738018,33,0.7709467382087235,19
164,7691,0.842732611262933,32,0.7527285349077878,14
165,7692,0.8420085951062204,34,0.7619734282643161,11
166,7694,0.8801957404670036,34,0.7972278264978185,12
167,7696,0.86805416257887,33,0.7823416254417106,14
168,7697,0.8812007679881442,34,0.7964956793192106,11
169,7698,0.8425353110349532,50,0.7706950280884332,15
170,7699,0.8918848844266386,34,0.7855619920255393,11
171,7701,0.8465946895449681,90,0.789748451084889,10
172,7702,0.8875843796944409,33,0.792021653549163,14
173,7703,0.8646439782344646,51,0.7728645022968806,12
174,7704,0.8528558174806156,33,0.7667274915960736,9
175,7705,0.8486013593364519,32,0.7451842502162576,17
176,7706,0.8683358779396981,33,0.7832228772528989,12
177,7707,0.7850283156339704,34,0.730677550896715,11
178,7710,0.8706604667695385,31,0.7600545690978311,17
179,7711,0.885627804064244,46,0.7816735710136612,14
180,7713,0.8855489679216553,33,0.7980272480747387,17
181,7714,0.874695309610756,34,0.7942315883171949,12
182,7715,0.8077926838079607,33,0.7406878873438247,12
183,7716,0.8607212327024154,44,0.7695683499512554,10
184,7717,0.8962466933388736,32,0.8171829729498986,13
185,7718,0.8561362459351265,33,0.7780355590664544,10
186,7719,0.882727900231564,33,0.7340585620483246,11
187,7720,0.85425988864658,33,0.7646128486760942,13
188,7721,0.8258735323972787,41,0.7147373059050114,17
189,7722,0.8616040575639058,34,0.7728906310629606,16
190,7723,0.8302132004001853,33,0.7148495767183327,17
191,7724,0.8969573051643098,33,0.7747210318572407,10
192,7725,0.8715202617254338,34,0.7737726982740748,12
193,7726,0.8601512794778166,43,0.7950122135464195,9
194,7728,0.8854043416945895,34,0.788565378548707,14
195,7729,0.8189931712373584,48,0.6989187762761457,11
196,7731,0.8674990487773154,33,0.7739317989654806,11
197,7732,0.8346530377376119,33,0.7686895838488362,10
198,7736,0.8916760722330247,33,0.8055080658056025,12
199,7737,0.8231293708046916,33,0.7437534404838689,12
200,7738,0.8599750318443238,35,0.7708277534450496,9
201,7739,0.8533216104583798,34,0.7563548876524072,12
202,7740,0.8810341764763423,33,0.7830328011659494,11
203,7741,0.8862986469071951,31,0.7985896606576935,13
204,7742,0.8723119310180264,34,0.776202930215296,9
205,7743,0.8662973027134216,34,0.7902087701612015,10
206,7745,0.8378782731331037,34,0.7341976505929751,12
207,7746,0.8425382615664275,33,0.7901200317964214,9
208,7748,0.8798223510061608,50,0.8067862581982586,15
209,7749,0.818952503659533,34,0.6943646659514002,12
210,7751,0.9015768557373576,33,0.7688073474415624,15
211,7752,0.7867182345374228,33,0.6785636991037033,13
212,7753,0.8596470007711445,38,0.7812708482507549,10
213,7754,0.8451634105086284,33,0.7618782596085303,10
214,7756,0.8174571860121718,42,0.7328686303655422,11
215,7757,0.8838805340937584,34,0.7892516720528115,13
216,7758,0.8400325986788632,37,0.7838445486296939,14
217,7759,0.8352069391750566,33,0.7216966492335597,13
218,7760,0.8931184469797794,33,0.8243427098940157,11
219,7761,0.8928912902121534,33,0.823018315944512,24
220,7762,0.8624100184988164,34,0.7824421772679278,15
221,7763,0.8697648155951417,33,0.7814332425468611,10
222,7769,0.8368496825731527,33,0.7587090015188419,10
223,7770,0.8448074470557297,38,0.7661499071888581,9
224,7771,0.8324130856878182,30,0.7210227762260845,10
225,7772,0.8958184659145422,34,0.783737439816846,15
226,7773,0.8812414094108743,34,0.810041297657391,11
227,7774,0.8821438338563498,34,0.790720902029013,10
228,7775,0.8804250777637376,38,0.8241622161184088,11
229,7777,0.8824637366861976,32,0.7975530919502863,11
230,7780,0.8504843595161213,41,0.7846821525837133,12
231,7782,0.8690120007904829,34,0.7678664344582166,19
232,7783,0.8969292146746702,44,0.7897280872367021,11
233,7784,0.818160970693118,34,0.7800075105173401,12
234,7785,0.8657248487425163,33,0.7867803690410364,10
235,7786,0.8765969061793438,32,0.8028053565243373,9
236,7787,0.8374101968827872,33,0.7258543162331516,15
237,7788,0.8457985880353821,31,0.772786692695379,10
238,7789,0.8663623545286864,34,0.775136666106637,10
239,7792,0.8597835716509705,34,0.7478963490696935,10
240,7793,0.8511583576054361,51,0.7740343151799972,13
241,7795,0.838866262311841,33,0.7339830191711761,12
242,7799,0.8804439320782081,33,0.7852435959100978,10
243,7800,0.8194032539583347,33,0.7215274901868569,16
244,7801,0.8353994956265136,40,0.7697415795863651,12
245,7802,0.8354111247826129,33,0.7309680783918637,10
246,7803,0.8508684587736449,34,0.7790841611442396,10
247,7804,0.8407376234654002,34,0.7330574746187032,11
248,7805,0.8272221215904159,32,0.7098014243791797,10
249,7806,0.8266374059981437,32,0.7291557194517524,11
250,7807,0.8707148391968859,33,0.7537959759502514,11
251,7808,0.8963240917266233,34,0.8035224136792719,15
252,7809,0.8301415342550948,32,0.7068524128752061,17
253,7811,0.8652341995875894,35,0.7764191603794162,10
254,7812,0.8259247669326872,52,0.7527128625392552,11
255,7813,0.8624789635032771,33,0.7161364525604246,14
256,7815,0.8815198002164608,32,0.7945189676021622,14
257,7816,0.8719369136491398,54,0.776546678384873,12
258,7817,0.8795413682159159,33,0.7471359301233378,15
259,7818,0.8530258803636576,40,0.7465704686099907,12
260,7819,0.836879503123653,32,0.7439434945579174,16
261,7820,0.8417167171899895,44,0.7663361649693721,15
262,7821,0.8381528310098958,30,0.7496009860785139,13
263,7822,0.8701497570882392,33,0.7964279916303165,10
264,7823,0.8234962484164,33,0.7557365843617366,14
265,7824,0.8812375350375455,32,0.7598531738492431,9
266,7825,0.8909687846909986,34,0.7988713507532328,14
267,7826,0.8702127703300938,33,0.7890642217244964,10
268,7828,0.8847645434881685,32,0.8233154614230874,13
269,7830,0.8585275824040332,33,0.7649048034180265,13
270,7831,0.8763528624947395,32,0.780396334451732,10
271,7832,0.8132740845421941,34,0.7645525626568652,13
272,7833,0.872225343258897,31,0.8117089162525032,14
273,7834,0.804353999648828,34,0.7594315654331346,11
274,7835,0.795202869733025,34,0.7621916450644497,9
275,7837,0.8146952632894786,33,0.7795915302213946,12
276,7838,0.8912711933752696,34,0.7946169061537668,10
277,7839,0.8513996365639207,33,0.7604543638966261,10
278,7840,0.8670313768417781,35,0.7795525834746642,10
279,7841,0.8369137016651519,49,0.7039771947876315,14
280,7842,0.8690382601772025,34,0.7792788880670208,12
281,7844,0.8211969569246322,30,0.7318707925291399,14
282,7846,0.8886366479354204,34,0.7981772324167912,9
283,7848,0.8393707291938055,33,0.7896438855071943,10
284,7849,0.814509448229288,33,0.7385293586132525,10
285,7851,0.8867542606134989,32,0.8059706126762383,10
286,7852,0.840218301810595,31,0.7687064513961819,10
287,7853,0.9001438419736111,40,0.7933459556625989,10
288,7854,0.8348730171657316,32,0.7606581160638407,12
289,7856,0.8850880596541562,33,0.7723091739539633,11
290,7858,0.8945542510931503,55,0.7715724678304516,10
291,7861,0.883277046324753,33,0.795159638874444,16
292,7862,0.8387400060224172,38,0.8090554146518153,9
293,7863,0.8640780988928338,50,0.7411995268741057,12
294,7865,0.8827981603732139,32,0.7748600510124407,10
295,7867,0.8834898408394799,33,0.8093282404606761,13
296,7868,0.8789917307343867,33,0.7825564425891391,13
297,7869,0.8825306220823317,33,0.8158253752147766,12
298,7872,0.8293009268638595,37,0.7203010835060307,10
299,7873,0.8911763865976868,47,0.8159117352436183,12
300,7874,0.8224553904981571,32,0.7201074852838548,12
301,7875,0.8751135049590584,33,0.7937973834010436,10
302,7878,0.8722714589278849,34,0.8078872452003788,10
303,7879,0.8888956435078673,33,0.7834290763920678,9
304,7880,0.8488204269450398,48,0.7285447242990014,19
305,7883,0.8639343552964314,34,0.7950259971242057,12
306,7884,0.8618338989981652,34,0.7596445471929311,11
307,7885,0.8761600665668371,41,0.7948705093310366,10
308,7886,0.8948685847098633,34,0.7931982235733681,11
309,7887,0.8832276831520781,34,0.8264482799035263,9
310,7888,0.8918075023910136,33,0.8010123816066537,10
311,7889,0.8906374385375712,34,0.8196339445974871,15
312,7890,0.8985191415709077,34,0.8064096233936733,14
313,7891,0.8401904784180031,34,0.7456785014063957,10
314,7892,0.8522430301576864,39,0.7759684937226173,12
315,7893,0.8733497583123763,32,0.8076532961078926,12
316,7894,0.9016186417252805,33,0.7882746931791182,15
317,7895,0.8463822738185429,32,0.7969115268032415,10
318,7896,0.8823876805122454,71,0.7784268568667602,33
319,7897,0.8695657812419224,33,0.8058167939765806,10
320,7898,0.8935868040945754,35,0.7917964842359274,10
321,7899,0.8892763590549115,33,0.8159998740144506,11
322,7901,0.8810938077479104,31,0.7548411485316339,28
323,7902,0.8512751767881719,33,0.7505249605755717,11
324,7903,0.8589661738678802,34,0.788836755695476,11
325,7904,0.880979217262678,33,0.8011335654988395,10
326,7906,0.8407482183122774,33,0.7246559325013775,11
327,7907,0.8446440691005523,34,0.7178266147462055,15
328,7908,0.8909188872107872,51,0.7946758300310421,12
329,7909,0.8566973847694759,32,0.7505768399233952,11
330,7910,0.8272560308856332,34,0.7297353272122067,17
331,7912,0.8103945071657205,31,0.7069635688576303,11
332,7913,0.8717019295497233,32,0.8211674824134518,11
333,7915,0.8726416260417192,34,0.766662758637034,13
334,7916,0.8848241607989578,33,0.797328839402356,13
335,7917,0.8384655775220066,33,0.7234450677545112,11
336,7918,0.8482843165172788,34,0.7588228618796972,10
337,7919,0.841761884372864,32,0.7434145564949033,11
338,7920,0.8561215420391968,33,0.7608605778457446,19
339,7921,0.8816892037574826,34,0.8110987641122109,12
340,7923,0.8530670255492969,33,0.7960191282767108,9
341,7925,0.8575412315847956,32,0.7823203866857347,14
342,7926,0.8784132497149979,31,0.8249448366229035,12
343,7927,0.8389808215441951,33,0.6981015721448451,13
344,7928,0.8363902704752102,33,0.775064637920779,10
345,7929,0.8700849410287984,51,0.7567854955075903,10
346,7930,0.8896077672850297,33,0.788192338502923,10
347,7931,0.7824639178233124,33,0.7207899596429833,12
348,7933,0.8451229361515005,33,0.725078825170947,11
349,7935,0.8679118199689665,34,0.7897963627667934,9
350,7936,0.8434422690393237,32,0.784873775540192,13
351,7939,0.8747156935238021,33,0.7764757627753365,13
352,7940,0.8658086350707751,33,0.7831120417876001,15
353,7941,0.8516272296986191,45,0.7266799961117234,12
354,7942,0.8820364731552096,38,0.7916491599233739,10
355,7944,0.8233740351492302,34,0.7587659232126313,12
356,7945,0.8807711144315664,46,0.7585337913817399,13
357,7946,0.8645359201198168,33,0.7886749116815487,15
358,7947,0.8146771289502822,34,0.7560082882866939,11
359,7948,0.8896327703478096,32,0.8125769389278161,10
360,7951,0.8636798640506442,32,0.7452735045496077,12
361,7952,0.8856094534473096,33,0.7958824884187956,11
362,7953,0.8293130879334422,34,0.7239669564200197,25
363,7954,0.8515458488334197,34,0.7936935437167123,10
364,7955,0.8133643148117732,33,0.7267249040886876,10
365,7956,0.8806964797434953,34,0.7798486354624211,13
366,7957,0.8459250656237112,34,0.7521554784694042,13
367,7958,0.8877278029888416,33,0.7879484924501339,16
368,7959,0.8901559685818664,34,0.8131609822900867,10
369,7961,0.874893275406316,34,0.7796108126465601,11
370,7962,0.8239321681416201,33,0.7364608630974174,19
371,7963,0.8709502244205436,34,0.7357932959757516,12
372,7964,0.816707982294351,33,0.7492940911673365,11
373,7967,0.8751115460416099,33,0.763753025923034,16
374,7969,0.7924129756714275,33,0.730080970279594,12
375,7970,0.7949771166487465,82,0.7069758911101698,24
376,7972,0.8927805333433199,33,0.7675604462294046,10
377,7973,0.8790627523192049,33,0.8044507333503029,11
378,7975,0.8779314185334697,43,0.8148615718319971,11
379,7976,0.8211065477036689,32,0.7574560104834428,9
380,7977,0.8805265717938134,51,0.7949613239712997,32
381,7980,0.8890717053674896,47,0.8154151526699446,10
382,7981,0.8508809731241903,59,0.7504088120345024,12
383,7983,0.8850892261502278,32,0.7877778908230891,16
384,7984,0.8898966799238973,35,0.7970043293468315,12
385,7985,0.8813376504332986,34,0.8053002775280109,12
386,7986,0.8899364536543198,33,0.8083309665852549,15
387,7987,0.8429849695418155,32,0.7025120665675915,18
388,7988,0.848075646031873,41,0.774407565922645,14
389,7990,0.8795704005465639,33,0.7862482321616053,11
390,7991,0.774355725458238,33,0.726049733518254,10
391,7992,0.8483016198261735,32,0.753321956416431,10
392,7993,0.8495559573313911,33,0.8008069400425613,10
393,7994,0.8825432740916982,32,0.810689100488287,18
394,7995,0.8802859246642629,30,0.8194718166306723,22
395,7996,0.8854572919279686,34,0.8135286930166896,12
396,7997,0.8660568519819152,50,0.7845879516033443,12
397,7998,0.8443823609553551,48,0.7503049879988987,10
398,7999,0.7940560497521828,34,0.7289547193926811,17
399,8000,0.8524471174309655,34,0.7672425802997931,10
400,8001,0.8325782643568728,54,0.7240036581046176,15
401,8002,0.8539337014872751,33,0.7712793624404211,12
402,8004,0.8858919374026756,34,0.7819053599407354,12
403,8008,0.8749812847176095,33,0.8058257050935405,16
404,8009,0.8651722538584604,33,0.7909717004097037,11
405,8010,0.8585680451909015,33,0.7536239167043935,15
406,8012,0.8720386114287484,39,0.7585681495986287,10
407,8013,0.807897850171933,33,0.7332847819116715,16
408,8014,0.867550871944809,33,0.7832799456361369,10
409,8015,0.8236924998435986,33,0.7415835781205554,18
410,8016,0.8914165734928349,34,0.7574372935008902,12
411,8018,0.8768413306485842,33,0.7872397762889094,12
412,8019,0.8188489001224839,34,0.7557827136746307,14
413,8021,0.8284339542317071,35,0.7527022478312049,11
414,8022,0.8433292279992609,34,0.675358412387008,9
415,8023,0.8747711284865709,33,0.7735555878618446,15
416,8024,0.8239462038877016,55,0.7629075722771455,16
417,8026,0.8667819823952086,33,0.77232963011798,15
418,8027,0.8747581801887984,42,0.8014153915984883,9
419,8028,0.7907661205904329,33,0.7057277343939875,11
420,8029,0.8878851429669367,32,0.8046384422020976,16
421,8030,0.8532486510575019,33,0.7870467017990512,11
422,8032,0.875452499641334,32,0.7801212664326416,10
423,8033,0.8117705717413348,59,0.7185050402421462,10
424,8035,0.8828572414239559,34,0.798467142262486,18
425,8036,0.8712582965854594,32,0.7777835780691493,11
426,8037,0.8842222791629282,59,0.8038445536457924,16
427,8038,0.7864640780698375,33,0.6925525841354457,15
428,8040,0.8793941032807749,33,0.8034236056235473,18
429,8041,0.8350566748771989,32,0.8107964338840015,18
430,8042,0.8995893927400164,32,0.8111341415566629,12
431,8043,0.8939973648173826,34,0.8306817995509327,11
432,8044,0.8821505577301764,33,0.7707989518441454,13
433,8045,0.8755980924111528,32,0.8148921806217732,17
434,8047,0.8771278924632774,32,0.7977955493308382,11
435,8048,0.886244019927485,33,0.8114175643624071,18
436,8049,0.8536923826156633,33,0.775437960191745,13
437,8050,0.857924076354243,32,0.7745994397972548,10
438,8051,0.8917689365672443,33,0.8097372105819995,13
439,8052,0.8492836715238731,33,0.7503236372408006,11
440,8054,0.8210253578160143,32,0.7169372083345646,10
441,8056,0.8415122034172184,37,0.7813353686074294,13
442,8057,0.8883428511877197,34,0.8222870434125034,15
443,8058,0.8926277600233046,62,0.8255891416632057,24
444,8059,0.8306702357468265,33,0.722677346327387,12
445,8060,0.8630151286473566,57,0.7769723174760902,17
446,8061,0.8729897468984291,38,0.8060445561902525,11
447,8062,0.8277284354408787,33,0.6867650503130126,13
448,8063,0.8417360479864379,79,0.7780979401272297,19
449,8064,0.8337091381712783,33,0.7186190787988531,10
450,8065,0.836747460821765,33,0.7328257856335226,11
451,8066,0.8729238956829004,41,0.7844466060951241,12
452,8067,0.8292104514009564,32,0.7679121945487539,11
453,8068,0.8958535226890911,33,0.7981929117235724,10
454,8069,0.7617951414681128,34,0.7176144243496063,11
455,8071,0.8649863045130982,33,0.768566804504715,10
456,8072,0.882582485168144,55,0.7999389651888945,35
457,8073,0.8259712931377959,32,0.7591348508289268,13
458,8074,0.9003322755099558,32,0.798113177366566,17
459,8075,0.8849163335771854,33,0.8003795909800239,13
460,8076,0.8430209379712075,52,0.7502401845712917,12
461,8077,0.8646420936237418,33,0.8023205381381403,10
462,8078,0.8998490319769119,33,0.804790495345963,17
463,8079,0.8572174686914107,35,0.7521081072333995,10
464,8080,0.8893923329825844,34,0.8091631781876601,10
465,8081,0.8295046534490459,32,0.7588821873554072,11
466,8082,0.8425002854856013,34,0.7543580979162431,16
467,8084,0.8694226217403042,34,0.7795291805275629,14
468,8085,0.8227903254851093,33,0.7391804442823433,10
469,8086,0.8415024421062943,50,0.7682233457302365,15
470,8087,0.791921250585249,33,0.696566494070718,11
471,8088,0.8284542024006856,33,0.7526485181981504,11
472,8089,0.8934973463078608,33,0.8015959325426052,10
473,8090,0.8390845152477273,32,0.7823763137597858,12
474,8091,0.8728445753710403,34,0.7622567680400264,12
475,8092,0.8709591753347756,33,0.8034105789815186,14
476,8095,0.8663794431306353,34,0.804348205334011,10
477,8096,0.870621906568349,32,0.8052115165912764,14
478,8097,0.8676367756698479,42,0.7521971716939247,13
479,8098,0.8773090961915868,34,0.7781389772430137,11
480,8100,0.8629734124026472,33,0.7815902554333293,10
481,8101,0.8156503062770949,97,0.7126563388827181,34
482,8102,0.8819499420268464,32,0.7866538153940759,10
483,8103,0.8944990491279469,33,0.7752187407528565,10
484,8104,0.862803422982406,33,0.7665653200052865,11
485,8105,0.8364799092316897,34,0.697022748673601,16
486,8108,0.8936007845166108,32,0.7650668790238635,10
487,8109,0.842534356601036,86,0.7729281440949017,22
488,8110,0.8197539335434625,33,0.7664257672277093,13
489,8111,0.8687905032281622,34,0.7815464808913479,13
490,8112,0.8894741235198811,33,0.8288115581664782,10
491,8113,0.8964713466761475,35,0.7871061838411485,10
492,8114,0.782889402160327,32,0.7687755448022225,16
493,8115,0.8297839307327184,33,0.7174709013962304,11
494,8118,0.7991808120514705,34,0.7568758169232546,13
495,8120,0.8881105266010421,33,0.7954837525016095,11
496,8121,0.8417012549285826,32,0.8008419150691921,16
497,8122,0.8515102184782481,34,0.7631319915498953,12
498,8123,0.8269877302199515,30,0.7474174677674097,9
499,8124,0.8966554997563337,32,0.8136573231759673,10
500,8126,0.8965401220870968,33,0.7877023214942855,12
501,8127,0.8575973696271498,33,0.7453139473313379,13
502,8128,0.8380704417614574,33,0.746519184914833,15
503,8131,0.8411445353232357,34,0.7534834859684512,11
504,8132,0.8645524613656688,51,0.8116334628605872,13
505,8134,0.8324808368756014,33,0.7633309649634614,13
506,8136,0.8236429592132306,35,0.6965245805730645,10
507,8137,0.8205856085774622,33,0.7315573557610348,15
508,8138,0.8858702419611787,33,0.7976438179071349,13
509,8140,0.8877804044525682,33,0.822172665959588,11
510,8142,0.829615577420261,33,0.7492047083148692,9
511,8145,0.8391123498464857,33,0.738299666342205,16
512,8146,0.8696295189272522,45,0.7385143657225411,17
513,8147,0.8563279252045504,34,0.8049940886982888,13
514,8149,0.8664266469214452,34,0.7564535447645193,10
515,8150,0.8557557670745812,34,0.7986569864653419,17
516,8151,0.8768658421190371,33,0.7871526968735552,11
517,8152,0.8827186376932024,45,0.7850181924355468,22
518,8153,0.9029497731325995,33,0.8348057839488113,10
